corp_name,stock_code,corp_code
지스마트글로벌,114570,00673976
하림,136480,00857727
바이오플러스,099430,00636656
에프엔에스테크,083500,00476036
일신방직,003200,00146269
바이오빌,065940,00155382
KB오토시스,024120,00157539
그리티,204020,00671978
샘표,007540,00130091
아세아제지,002310,00138729
인터플렉스,051370,00369170
예스티,122640,00530556
크라운해태홀딩스,005740,00153126
에스에이엠티,031330,00128661
인지소프트,100030,00641171
뉴프렉스,085670,00493510
에프에스티,036810,00223434
웹스,196700,00864338
세화피앤씨,252500,01169267
프로텍,053610,00325112
에프엔씨엔터,173940,00925295
노브메타파마,229500,01065785
이엠네트웍스,087730,00496225
대정화금,120240,00250997
슈프리마에이치큐,094840,00599957
메리츠금융지주,138040,00860332
STX,011810,00138297
신흥에스이씨,243840,00807379
엘에이티,311060,01264234
LS,006260,00105952
KH바텍,060720,00378628
천보,278280,00897752
한국화장품제조,003350,00160621
우원개발,046940,00363246
대상홀딩스,084690,00539274
이글벳,044960,00145473
케이피티유,054410,00357607
코람코더원리츠,417310,01180118
씨유테크,376290,00575106
큐라클,365270,01397772
아이비케이에스제13호기업인수목적,351340,01440481
원티드랩,376980,01441611
제이엠티,094970,00533508
웹젠,069080,00405320
시노펙스,025320,00203023
티쓰리,204610,00609661
성도이엔지,037350,00216498
에스티아이,039440,00298340
한국씨티은행,016830,00161444
자비스,254120,01174038
대구백화점,006370,00108977
알에스오토메이션,140670,00858124
퍼스텍,010820,00148522
오픈베이스,049480,00335076
송원산업,004430,00134963
케이씨에스,115500,00441650
삼일,032280,00127909
인포뱅크,039290,00243757
빅솔론,093190,00478900
신영해피투모로우제6호기업인수목적,344050,01419986
에코솔루션,052510,00346966
케이비제20호기업인수목적,342550,01418543
조비,001550,00148948
핌스,347770,01405390
데이터스트림즈,199150,00553025
부산주공,005030,00124151
한국단자공업,025540,00157070
제노코,361390,01014718
자유투어,046840,00343127
와이엠씨,155650,00870861
브이씨,365900,01354740
파워넷,037030,00231354
두산밥캣,241560,01032486
SK리츠,395400,01535150
아이컴포넌트,059100,00407285
쎄니트,037760,00239596
성원,015200,00133089
오리온홀딩스,001800,00117577
유안타제7호기업인수목적,367460,01504804
대성하이텍,129920,00577335
태양금속공업,004100,00153755
성신양회,004980,00132804
에스제이그룹,306040,01222432
ESR켄달스퀘어리츠,365550,01437186
진성티이씨,036890,00174208
영화테크,265560,00659976
헝셩그룹,900270,01160512
탈로스,434190,01020269
원익피앤이,131390,00785475
우진아이엔에스,010400,00143262
덕성,004830,00114093
상아프론테크,089980,00181299
가온칩스,399720,01364747
모보,051810,00347442
램테크놀러지,171010,00654272
아세아시멘트,183190,00990165
아이엠텍,226350,00809517
호텔신라,008770,00165680
선익시스템,171090,00327819
한국정밀기계,101680,00257732
금화피에스시,036190,00176516
풍산,103140,00684714
삼성전기,009150,00126371
파인엠텍,441270,01686755
LF,093050,00593032
SG세계물산,004060,00133511
유니퀘스트,077500,00414601
유엔젤,072130,00416654
경인전자,009140,00102140
에스씨디,042110,00171867
정상제이엘에스,040420,00287788
미스터블루,207760,01047840
이노진,344860,01419135
갤럭시아머니트리,094480,00587457
부스타,008470,00124276
피에이치에이,043370,00155151
경동인베스트,012320,00143527
블루탑,191600,00611286
아가방컴퍼니,013990,00138446
파워로직스,047310,00269612
성우테크론,045300,00350482
국순당,043650,00256715
삼일기업공사,002290,00127936
태원물산,001420,00154055
네오티스,085910,00447928
SK가스,018670,00144164
한국주강,025890,00159564
와이솔,122990,00759294
디아이씨,092200,00112165
서원인텍,093920,00445799
대덕전자,353200,01478712
에이엔피,015260,00143314
아세아,002030,00138701
성우전자,081580,00364306
한네트,052600,00244783
유엑스엔,337840,01396931
코메론,049430,00152783
폴루스바이오팜,007630,00167280
금강공업,014280,00105299
원익머트리얼즈,104830,00623661
DB손해보험,005830,00159102
주노콜렉션,221670,01076550
인탑스,049070,00226866
벽산,007210,00122898
패션플랫폼,225590,01101041
라닉스,317120,01327092
아이앤씨,052860,00365758
메지온,140410,00808022
한국월드와이드베트남부동산개발특별자산1호투자회사,096300,00626710
한국콜마,161890,00939331
우리로,046970,00296005
우리산업,215360,01077577
롯데관광개발,032350,00231372
하츠,066130,00221728
아나패스,123860,00761952
삼화전기,009470,00129271
현대코퍼레이션,011760,00164812
포메탈,119500,00188797
하나금융15호기업인수목적,341160,01416457
한독크린텍,256150,01069736
켐온,217600,01070857
코리아센터,290510,00540340
씨앤에스링크,245450,01116380
이엘피,063760,00374020
스튜디오미르,408900,01139965
한섬,020000,00188089
금호석유화학,011780,00106368
위즈코프,038620,00264228
CS홀딩스,000590,00149026
유아이엘,049520,00256380
흥구석유,024060,00167004
이랜시스,264850,01199189
피앤텔,054340,00302120
대창스틸,140520,00112721
부국철강,026940,00123781
에스디시스템,121890,00604815
풍림산업,001310,00155498
한국가스공사,036460,00261285
더블유씨피,393890,01291317
유티아이,179900,00961774
비츠로셀,082920,00154718
파인디앤씨,049120,00350020
디와이홀딩스,004510,00117382
삼목에스폼,018310,00125646
서흥,008490,00131692
메가스터디,072870,00422284
비비안,002070,00107677
유진로봇,056080,00234227
에이치시티,072990,00527464
솔본,035610,00249982
DSR,155660,00110608
디와이파워,210540,01059605
두함지개발,016140,00131328
휴림로봇,090710,00540429
디지털대성,068930,00398808
엠소닉,008120,00124577
케어룸의료산업,327970,01344752
해원에스티,058480,00252001
옴니시스템,057540,00265005
아이텍,119830,00626011
액토즈소프트,052790,00348034
에이펙스인텍,207490,00832700
펌텍코리아,251970,00761059
바이오노트,377740,00622787
신송홀딩스,006880,00136402
이베스트기업인수목적5호,349720,01436336
성창기업지주,000180,00133335
심팩인더스트리,005350,00123648
유진증권,001200,00131054
제룡전기,033100,00185356
대창단조,015230,00112679
퓨전,195440,01113949
브리지텍,064480,00359076
나노신소재,121600,00439965
씨엔알리서치,359090,01487446
한국내화,010040,00160205
네오위즈,095660,00628860
디젠스,113810,00576789
코위버,056360,00360674
PN풍년,024940,00133557
일레덱스홀딩스,033550,00268011
삼화전자공업,011230,00129280
오리엔탈정공,014940,00141608
다함이텍,009280,00130046
아진엑스텍,059120,00404288
승일,049830,00135467
대한유화,006650,00260383
티이엠씨,425040,01301252
칩스앤미디어,094360,00579971
이글루,067920,00364847
아이디스,143160,00883980
인터로조,119610,00604426
진바이오텍,086060,00491053
쿠첸,225650,01102095
아이디스홀딩스,054800,00359580
유한양행,000100,00145109
아즈텍WB,032080,00201131
신화콘텍,187270,00925189
성문전자,014910,00132628
엘리비젼,276240,01119651
엘티씨,170920,00866062
코텍,052330,00305297
한미글로벌,053690,00413523
크린앤사이언스,045520,00185222
안지오랩,251280,01115044
우신시스템,017370,00142883
지앤이헬스케어,299480,01188749
아난티,025980,00161781
에스티오,098660,00612188
JB금융지주,175330,00980122
하이딥,365590,01505186
에스앤더블류,103230,00137012
디아이,003160,00118275
에이치케이,044780,00235183
코이즈,121850,00807397
소리바다,053110,00352718
세보엠이씨,011560,00133876
GS,078930,00500254
교보증권,030610,00113359
현대바이오랜드,052260,00347062
파인디지털,038950,00264732
유니트론텍,142210,00879020
디지아이,043360,00295547
태양,053620,00186717
대주전자재료,078600,00177816
대원미디어,048910,00351807
바이오프로테크,199290,00669450
아이씨디,040910,00298377
원바이오젠,307280,01326224
대륙제관,004780,00109587
한세예스24홀딩스,016450,00161976
유에스티,263770,01196313
바이오톡스텍,086040,00447502
감성코퍼레이션,036620,00261009
티엘엔지니어링,413300,01583953
툴코리아,110660,00555740
현진소재,053660,00188715
하이스틸,071090,00435312
드림씨아이에스,223250,00916826
덴티스,261200,01187494
오션스톤,329020,01388631
이오테크닉스,039030,00246417
제주항공,089590,00555874
세진티에스,067770,00406727
LG,003550,00120021
제낙스,065620,00201788
에스지피엠,074000,00447982
한국금융지주,071050,00432102
우리기술투자,041190,00231664
동남합성,023450,00115065
석경에이티,357550,00921916
한일단조,024740,00162832
파루,043200,00266934
리노공업,058470,00369657
삼보모터스,053700,00351092
비나텍,126340,00563518
코웨이,021240,00170558
하나투어,039130,00269940
엑사이엔씨,054940,00360577
코스모신소재,005070,00129989
한글과컴퓨터,030520,00204262
파세코,037070,00238153
기산텔레콤,035460,00258421
미래에셋글로벌리츠,396690,01576102
디알텍,214680,01062867
매직마이크로,127160,00806972
우리산업홀딩스,072470,00359623
바이오스마트,038460,00240857
상상인,038540,00306162
기아,000270,00106641
SIMPAC,009160,00138260
일진파워,094820,00485177
레드캡투어,038390,00261355
현대엘리베이터,017800,00164724
텔레칩스,054450,00423177
폭스소프트,354230,01418260
디지틀조선,033130,00231442
헥토이노베이션,214180,01013311
YG PLUS,037270,00249247
티에프이,425420,01035368
신도기연,290520,00961570
하림지주,003380,00148364
케이프이에스제4호기업인수목적,347140,01428249
참존글로벌,158310,00923899
코미코,183300,00997812
동운아나텍,094170,00695969
에넥스,011090,00139764
푸른기술,094940,00537832
팍스넷,038160,00334624
삼현철강,017480,00128926
아이쓰리시스템,214430,00612489
에이스침대,003800,00140052
현우산업,092300,00367455
전우정밀,120780,00673301
타임기술,318660,01345724
휴코드홀딩스,036840,00165361
금호에이치티,214330,00105606
세기상사,002420,00133618
핑거,163730,01142075
유라테크,048430,00201742
세방,004360,00133812
셀바스AI,108860,00666064
에이루트,096690,00608839
엔솔바이오사이언스,140610,01018802
한창산업,079170,00202839
인바이오,352940,00367871
이씨에스,067010,00400060
한국수출포장공업,002200,00158112
루닛,328130,01397620
아진산업,013310,00139083
한일철강,002220,00163196
사조대림,003960,00109718
나노,187790,00994994
TJ미디어,032540,00201733
셀바스헬스케어,208370,01047451
영우디에스피,143540,00569646
삼성출판사,068290,00423690
카스,016920,00152260
휴비츠,065510,00398668
에스폴리텍,050760,00340272
SG글로벌,001380,00152039
KPX홀딩스,092230,00587466
켄코아에어로스페이스,274090,01158553
영화금속,012280,00141413
동양파일,228340,00993931
화승엔터프라이즈,241590,01128613
두산건설,011160,00102760
조선선재,120030,00796994
유진기업인수목적6호,373340,01514519
다스코,058730,00353878
크래프톤,259960,00760971
청광건설,140290,00599489
인크로스,216050,00819073
BYC,001460,00122579
데이드림엔터테인먼트,348840,01343735
제이아이테크,417500,01367586
잉글우드랩,950140,01165739
지엠비코리아,013870,00156354
네오팜,092730,00551920
필에너지,378340,01488320
엔에이치스팩29호,451700,01712616
아이비케이에스제17호기업인수목적,405350,01591606
DS단석,017860,00108612
하나30호스팩,469880,01791321
삼성기업인수목적4호,377630,01528530
신한은행,000010,00149293
케이비제23호기업인수목적,440200,01676989
세니젠,188260,01305869
KB제27호스팩,464680,01785551
쏘닉스,088280,00561723
데코앤에프,017680,00112819
에이치엠씨아이비제4호기업인수목적,353070,01447217
S-Oil,010950,00138279
한국무브넥스,010100,00160418
하나금융19호기업인수목적,388220,01568875
팸텍,271830,01146220
이수화학,005950,00145552
흥국,010240,00167031
도이치모터스,067990,00449379
DN오토모티브,007340,00116949
삼진엘앤디,054090,00239514
다이오진,271850,01163050
세아메탈,033020,00206084
SAMG엔터,419530,01082418
태양3C,052960,00302236
윙입푸드,900340,01328639
대동금속,020400,00191287
씨티케이,260930,01144028
다우기술,023590,00176914
대신밸런스제11호기업인수목적,397500,01580178
유안타제8호기업인수목적,367480,01504910
율촌,146060,00495633
한화갤러리아타임월드,027390,00117258
엠케이전자,033160,00121686
KSS해운,044450,00160232
인베니아,079950,00409371
크레버스,096240,00525882
산돌,419120,01516368
SK디앤디,210980,00508344
디케이앤디,263020,00892526
누리플랜,069140,00410997
스톤브릿지벤처스,330730,01305249
엘엠에스,073110,00494218
미래에셋증권,006800,00111722
나무기술,242040,01136348
디에스티,033430,00244419
케이알엠,093640,00536888
